Time,X,Y,P
968220,0.372,0.822,0.04
968232,0.372,0.826,0.212
968232,0.372,0.826,0.212
968249,0.372,0.827,0.423
968266,0.372,0.825,0.554
968284,0.371,0.814,0.687
968299,0.371,0.804,0.763
968300,0.371,0.802,0.774
968334,0.371,0.788,0.901
968349,0.371,0.789,0.954
968366,0.37,0.796,0.979
968383,0.369,0.806,0.995
968399,0.366,0.815,1
968416,0.363,0.821,1
968433,0.358,0.819,1
968449,0.353,0.807,1
968466,0.348,0.791,1
968486,0.345,0.765,1
968500,0.346,0.749,1
968515,0.351,0.739,1
968532,0.357,0.735,1
968550,0.365,0.739,1
968566,0.371,0.744,0.458
968583,0.375,0.751,0.03
968587,NaN,NaN,NaN
