Time,X,Y,P
4736,0.368,0.811,0.013
4736,0.368,0.811,0.048
4736,0.368,0.811,0.048
4750,0.367,0.811,0.118
4765,0.367,0.811,0.157
4782,0.366,0.811,0.181
4800,0.366,0.812,0.194
4815,0.367,0.814,0.249
4831,0.367,0.816,0.296
4849,0.366,0.82,0.347
4866,0.364,0.822,0.39
4882,0.362,0.825,0.433
4883,0.362,0.825,0.44
4899,0.359,0.826,0.478
4915,0.356,0.824,0.505
4933,0.353,0.82,0.524
4949,0.351,0.814,0.538
4966,0.35,0.807,0.54
4982,0.35,0.799,0.546
5000,0.352,0.791,0.562
5015,0.355,0.785,0.571
5032,0.359,0.781,0.583
5050,0.365,0.779,0.599
5066,0.369,0.779,0.61
5082,0.371,0.78,0.642
5100,0.371,0.781,0.679
5115,0.37,0.782,0.685
5131,0.369,0.784,0.294
5147,0.368,0.784,0.063
5148,NaN,NaN,NaN
