Time,X,Y,P
5777,0.792,0.799,0.03
5778,0.792,0.799,0.108
5778,0.792,0.799,0.108
5792,0.795,0.799,0.325
5817,0.797,0.8,0.581
5834,0.798,0.801,0.661
5855,0.798,0.802,0.724
5877,0.796,0.802,0.755
5898,0.792,0.804,0.796
5922,0.782,0.802,0.878
5941,0.777,0.802,0.905
5959,0.774,0.8,0.911
5982,0.774,0.796,0.919
6002,0.776,0.792,0.927
6024,0.781,0.788,0.979
6043,0.786,0.782,1
6066,0.79,0.775,1
6087,0.791,0.771,1
6107,0.788,0.765,1
6129,0.784,0.761,1
6148,0.777,0.758,0.897
6171,0.773,0.758,0.276
6184,0.771,0.758,0.001
6185,NaN,NaN,NaN
