Time,X,Y,P
6174,0.795,0.826,0.04
6177,0.794,0.826,0.114
6177,0.794,0.826,0.114
6194,0.794,0.829,0.31
6213,0.794,0.833,0.386
6231,0.792,0.835,0.407
6245,0.788,0.838,0.415
6248,0.787,0.838,0.415
6262,0.783,0.839,0.413
6278,0.777,0.839,0.405
6294,0.774,0.836,0.392
6311,0.772,0.831,0.386
6328,0.771,0.818,0.396
6345,0.772,0.801,0.433
6363,0.774,0.78,0.558
6383,0.777,0.761,0.687
6395,0.778,0.752,0.745
6411,0.779,0.744,0.794
6429,0.776,0.741,0.823
6449,0.771,0.744,0.845
6462,0.766,0.751,0.833
6479,0.762,0.76,0.661
6495,0.759,0.772,0.114
6503,0.759,0.775,0.011
6505,NaN,NaN,NaN
