Time,X,Y,P
19993,0.622,0.745,0.046
20005,0.622,0.744,0.274
20005,0.622,0.744,0.274
20020,0.623,0.744,0.405
20042,0.626,0.745,0.62
20065,0.632,0.746,0.702
20083,0.637,0.747,0.726
20104,0.643,0.749,0.733
20127,0.645,0.749,0.763
20147,0.645,0.749,0.858
20167,0.643,0.749,0.974
20187,0.642,0.751,0.997
20209,0.64,0.755,1
20229,0.639,0.76,0.987
20251,0.636,0.764,0.981
20273,0.632,0.759,0.978
20296,0.626,0.749,1
20313,0.623,0.738,1
20334,0.624,0.726,1
20354,0.633,0.721,0.558
20374,0.644,0.726,0.015
20376,NaN,NaN,NaN
