Time,X,Y,P
19047,0.491,0.756,0.015
19056,0.492,0.755,0.155
19056,0.492,0.755,0.155
19084,0.492,0.756,0.364
19108,0.492,0.762,0.509
19130,0.493,0.769,0.569
19147,0.494,0.776,0.612
19148,0.494,0.778,0.618
19166,0.492,0.781,0.661
19189,0.487,0.78,0.714
19212,0.482,0.771,0.735
19229,0.478,0.762,0.747
19250,0.477,0.749,0.747
19272,0.479,0.746,0.743
19296,0.486,0.756,0.747
19316,0.494,0.776,0.774
19335,0.499,0.796,0.788
19355,0.503,0.818,0.794
19376,0.505,0.84,0.884
19395,0.505,0.846,0.94
19420,0.503,0.838,1
19438,0.501,0.82,1
19463,0.497,0.785,1
19480,0.497,0.76,0.728
19500,0.5,0.745,0.079
19502,0.501,0.744,0.026
19503,NaN,NaN,NaN
