Time,X,Y,P
8846,0.789,0.862,0.005
8862,0.789,0.865,0.149
8863,0.789,0.865,0.149
8879,0.788,0.867,0.214
8896,0.787,0.868,0.249
8912,0.785,0.868,0.306
8930,0.783,0.867,0.347
8945,0.782,0.866,0.358
8947,0.781,0.865,0.368
8963,0.779,0.861,0.38
8979,0.778,0.856,0.401
8997,0.777,0.852,0.421
9017,0.778,0.848,0.435
9029,0.779,0.846,0.444
9046,0.781,0.845,0.452
9063,0.784,0.842,0.452
9080,0.786,0.84,0.458
9096,0.788,0.838,0.458
9114,0.79,0.833,0.466
9129,0.791,0.829,0.474
9147,0.791,0.824,0.495
9163,0.788,0.818,0.569
9181,0.785,0.814,0.677
9195,0.783,0.813,0.724
9212,0.778,0.813,0.771
9229,0.774,0.814,0.784
9247,0.77,0.815,0.702
9261,0.768,0.818,0.397
9279,0.768,0.82,0.058
9281,NaN,NaN,NaN
