Time,X,Y,P
16995,0.637,0.319,0.024
17005,0.637,0.32,0.179
17005,0.637,0.32,0.179
17024,0.637,0.321,0.44
17042,0.638,0.32,0.636
17054,0.638,0.319,0.774
17072,0.642,0.314,0.989
17089,0.645,0.308,1
17090,0.646,0.307,1
17104,0.649,0.302,1
17122,0.653,0.296,1
17139,0.654,0.294,1
17155,0.654,0.295,0.317
17170,0.654,0.298,0.019
17171,NaN,NaN,NaN
17257,0.656,0.329,0.069
17271,0.656,0.329,0.243
17271,0.656,0.329,0.243
17290,0.656,0.328,0.731
17305,0.655,0.327,0.919
17323,0.654,0.321,1
17339,0.653,0.312,1
17355,0.649,0.299,1
17372,0.646,0.282,1
17389,0.642,0.262,1
17396,0.641,0.256,0.169
17397,NaN,NaN,NaN
17422,0.639,0.235,0
17438,0.639,0.231,0
17438,0.639,0.231,0
17448,0.639,0.228,0
17449,NaN,NaN,NaN
