Time,X,Y,P
10581,0.627,0.761,0.021
10583,0.627,0.761,0.12
10583,0.627,0.761,0.12
10596,0.628,0.761,0.313
10612,0.627,0.761,0.44
10629,0.627,0.76,0.442
10645,0.628,0.758,0.376
10664,0.632,0.754,0.368
10679,0.64,0.753,0.481
10695,0.646,0.754,0.552
10714,0.655,0.76,0.616
10730,0.659,0.768,0.63
10745,0.661,0.778,0.634
10762,0.659,0.788,0.632
10780,0.653,0.795,0.634
10804,0.641,0.796,0.634
10812,0.638,0.794,0.638
10829,0.631,0.782,0.688
10846,0.626,0.765,0.798
10863,0.622,0.742,0.872
10880,0.621,0.727,0.892
10901,0.623,0.705,0.897
10915,0.628,0.692,0.901
10931,0.641,0.681,0.897
10948,0.651,0.679,0.897
10963,0.66,0.681,0.7
10978,0.666,0.689,0.089
10983,0.667,0.692,0.032
10984,NaN,NaN,NaN
