Time,X,Y,P
9357,0.934,0.786,0.03
9366,0.934,0.786,0.116
9366,0.934,0.786,0.116
9383,0.935,0.788,0.292
9400,0.934,0.789,0.409
9416,0.933,0.791,0.534
9434,0.93,0.789,0.716
9449,0.926,0.785,0.94
9466,0.922,0.773,1
9482,0.919,0.761,1
9499,0.92,0.751,1
9515,0.924,0.742,1
9532,0.929,0.74,0.667
9550,0.934,0.744,0.106
9560,0.935,0.745,0.009
9561,NaN,NaN,NaN
9642,0.942,0.782,0.001
9649,0.942,0.785,0.128
9649,0.942,0.785,0.128
9667,0.942,0.788,0.358
9683,0.942,0.789,0.466
9699,0.942,0.787,0.761
9716,0.942,0.78,1
9733,0.942,0.769,1
9750,0.942,0.749,1
9767,0.941,0.729,1
9783,0.939,0.705,1
9799,0.937,0.688,1
9816,0.933,0.675,1
9833,0.928,0.672,1
9849,0.923,0.673,1
9866,0.918,0.675,1
9884,0.916,0.679,0.919
9900,0.917,0.68,0.13
9910,0.917,0.68,0.015
9911,NaN,NaN,NaN
