Time,X,Y,P
12647,0.024,0.196,0.022
12651,0.024,0.2,0.093
12652,0.024,0.2,0.093
12664,0.024,0.206,0.198
12681,0.023,0.214,0.339
12697,0.023,0.218,0.415
12714,0.023,0.22,0.446
12728,0.023,0.218,0.563
12744,0.024,0.212,0.644
12762,0.025,0.199,0.687
12779,0.027,0.185,0.706
12795,0.029,0.166,0.722
12812,0.031,0.148,0.731
12832,0.033,0.134,0.735
12845,0.033,0.128,0.733
12861,0.034,0.124,0.733
12878,0.034,0.125,0.726
12895,0.035,0.133,0.71
12913,0.035,0.145,0.702
12929,0.035,0.152,0.702
12945,0.036,0.156,0.708
12962,0.037,0.16,0.71
12978,0.039,0.16,0.729
12997,0.041,0.158,0.772
13017,0.044,0.147,0.806
13029,0.045,0.141,0.817
13045,0.046,0.128,0.862
13062,0.048,0.119,0.911
13083,0.049,0.114,0.96
13095,0.051,0.113,0.979
13112,0.052,0.114,0.985
13128,0.055,0.12,0.841
13147,0.057,0.127,0.397
13161,0.058,0.131,0.046
13164,NaN,NaN,NaN
