Time,X,Y,P
10330,0.488,0.321,0.024
10335,0.487,0.321,0.122
10335,0.487,0.321,0.122
10350,0.486,0.322,0.241
10367,0.484,0.326,0.386
10385,0.485,0.329,0.493
10402,0.488,0.331,0.565
10417,0.491,0.331,0.608
10434,0.495,0.327,0.657
10452,0.497,0.321,0.696
10457,0.497,0.318,0.708
10468,0.497,0.312,0.735
10485,0.495,0.302,0.765
10502,0.491,0.292,0.778
10517,0.486,0.284,0.782
10536,0.483,0.278,0.778
10552,0.483,0.276,0.694
10567,0.484,0.279,0.45
10584,0.488,0.287,0.003
10589,NaN,NaN,NaN
10650,0.505,0.34,0.04
10653,0.505,0.341,0.097
10653,0.505,0.341,0.097
10667,0.504,0.344,0.276
10684,0.501,0.34,0.46
10700,0.496,0.332,0.587
10721,0.494,0.321,0.685
10734,0.494,0.312,0.771
10753,0.497,0.302,0.878
10769,0.503,0.299,0.974
10785,0.511,0.3,1
10803,0.517,0.302,1
10817,0.519,0.304,1
10833,0.521,0.304,0.886
10851,0.521,0.306,0.067
10856,NaN,NaN,NaN
