Time,X,Y,P
4539,0.368,0.831,0.089
4548,0.367,0.831,0.427
4548,0.367,0.831,0.427
4568,0.367,0.829,0.612
4584,0.368,0.825,0.8
4598,0.368,0.821,0.817
4615,0.368,0.816,0.831
4633,0.368,0.816,0.819
4649,0.368,0.82,0.798
4667,0.367,0.829,0.813
4683,0.366,0.836,0.88
4726,0.356,0.839,1
4728,0.355,0.838,1
4736,0.353,0.835,1
4750,0.347,0.826,1
4765,0.343,0.809,1
4782,0.342,0.782,1
4798,0.347,0.756,1
4818,0.356,0.728,1
4834,0.367,0.709,1
4850,0.374,0.705,1
4866,0.379,0.707,1
4882,0.382,0.711,0.319
4897,0.384,0.713,0.021
4898,NaN,NaN,NaN
