Time,X,Y,P
9168,0.051,0.359,0.007
9173,0.051,0.36,0.026
9173,0.051,0.36,0.026
9189,0.052,0.362,0.075
9205,0.053,0.364,0.087
9237,0.053,0.364,0.22
9255,0.053,0.364,0.257
9275,0.052,0.361,0.341
9289,0.051,0.355,0.378
9309,0.048,0.342,0.474
9325,0.046,0.328,0.575
9341,0.044,0.305,0.687
9357,0.043,0.281,0.729
9374,0.044,0.26,0.745
9391,0.048,0.242,0.757
9405,0.052,0.236,0.765
9423,0.059,0.239,0.767
9439,0.067,0.253,0.774
9456,0.075,0.273,0.772
9472,0.079,0.293,0.747
9492,0.083,0.319,0.718
9508,0.084,0.333,0.718
9522,0.083,0.341,0.731
9543,0.082,0.346,0.745
9555,0.082,0.345,0.743
9573,0.082,0.339,0.761
9595,0.083,0.322,0.851
9625,0.086,0.28,0.942
9656,0.09,0.247,0.567
9675,0.094,0.246,0.009
9677,NaN,NaN,NaN
