Time,X,Y,P
18725,0.628,0.266,0.114
18740,0.626,0.254,0.638
18740,0.626,0.254,0.638
18757,0.626,0.248,0.804
18773,0.627,0.249,0.896
18790,0.631,0.255,0.96
18808,0.637,0.268,1
18825,0.645,0.287,1
18839,0.65,0.302,1
18857,0.656,0.325,1
18874,0.658,0.345,1
18889,0.658,0.355,1
18907,0.655,0.356,1
18928,0.649,0.345,1
18942,0.644,0.329,1
18957,0.642,0.312,1
18973,0.642,0.293,1
18992,0.645,0.276,1
19012,0.651,0.264,1
19024,0.655,0.258,0.853
19040,0.662,0.252,0.101
19044,0.662,0.252,0.042
19046,NaN,NaN,NaN
