Time,X,Y,P
2207,0.217,0.78,0.042
2218,0.219,0.781,0.306
2218,0.219,0.781,0.306
2227,0.219,0.782,0.399
2244,0.219,0.784,0.587
2264,0.216,0.781,0.808
2283,0.211,0.774,1
2294,0.207,0.767,1
2296,0.206,0.765,1
2310,0.202,0.755,1
2330,0.201,0.745,1
2348,0.203,0.734,1
2360,0.206,0.731,1
2381,0.216,0.731,1
2396,0.224,0.735,1
2415,0.233,0.748,1
2427,0.236,0.758,1
2446,0.236,0.771,1
2460,0.233,0.778,1
2478,0.225,0.784,1
2494,0.216,0.786,1
2511,0.209,0.786,0.833
2530,0.205,0.782,0.144
2539,0.205,0.781,0.081
2540,NaN,NaN,NaN
