Time,X,Y,P
8260,0.043,0.32,0.007
8275,0.042,0.322,0.14
8275,0.042,0.322,0.14
8291,0.041,0.327,0.292
8309,0.041,0.329,0.331
8327,0.041,0.327,0.396
8343,0.041,0.322,0.495
8362,0.042,0.311,0.587
8377,0.042,0.298,0.642
8380,0.042,0.293,0.659
8394,0.043,0.284,0.685
8411,0.046,0.275,0.712
8427,0.049,0.274,0.728
8444,0.054,0.279,0.729
8463,0.058,0.294,0.731
8479,0.059,0.309,0.731
8495,0.06,0.326,0.743
8509,0.059,0.334,0.765
8527,0.058,0.336,0.79
8543,0.056,0.329,0.843
8561,0.056,0.316,0.88
8578,0.057,0.304,0.892
8594,0.059,0.293,0.894
8608,0.064,0.285,0.868
8629,0.069,0.279,0.63
8642,0.073,0.276,0.257
8650,0.075,0.276,0.038
8652,NaN,NaN,NaN
