Time,X,Y,P
4568,0.499,0.827,0.011
4582,0.501,0.827,0.261
4583,0.501,0.827,0.261
4607,0.503,0.832,0.423
4623,0.506,0.835,0.46
4647,0.508,0.838,0.44
4667,0.508,0.838,0.413
4689,0.504,0.839,0.417
4707,0.501,0.839,0.435
4733,0.494,0.834,0.458
4749,0.488,0.827,0.468
4773,0.484,0.813,0.476
4793,0.484,0.806,0.476
4813,0.487,0.805,0.485
4833,0.492,0.811,0.481
4854,0.498,0.821,0.503
4875,0.505,0.829,0.579
4896,0.51,0.828,0.632
4918,0.511,0.816,0.661
4939,0.506,0.798,0.683
4957,0.499,0.78,0.706
4977,0.492,0.765,0.724
5001,0.486,0.752,0.735
5020,0.486,0.749,0.747
5041,0.491,0.756,0.749
5061,0.497,0.768,0.749
5083,0.508,0.781,0.751
5103,0.517,0.784,0.671
5124,0.526,0.78,0.077
5128,0.527,0.779,0.024
5130,NaN,NaN,NaN
