Time,X,Y,P
6946,0.327,0.774,0.005
6965,0.327,0.773,0.054
6965,0.327,0.773,0.054
7014,0.327,0.774,0.187
7035,0.329,0.778,0.239
7053,0.333,0.782,0.263
7065,0.335,0.787,0.269
7068,0.337,0.791,0.271
7082,0.339,0.796,0.272
7098,0.343,0.808,0.276
7115,0.345,0.815,0.286
7133,0.346,0.818,0.286
7148,0.345,0.815,0.288
7165,0.342,0.806,0.288
7182,0.339,0.793,0.296
7199,0.336,0.78,0.317
7219,0.333,0.764,0.353
7231,0.33,0.751,0.399
7248,0.328,0.738,0.444
7265,0.325,0.724,0.474
7283,0.324,0.715,0.493
7303,0.322,0.712,0.507
7314,0.322,0.713,0.515
7331,0.322,0.719,0.526
7349,0.324,0.732,0.521
7364,0.327,0.745,0.517
7381,0.331,0.761,0.511
7398,0.336,0.781,0.503
7415,0.341,0.801,0.501
7431,0.345,0.815,0.499
7449,0.35,0.827,0.495
7464,0.354,0.832,0.497
7483,0.358,0.833,0.499
7498,0.362,0.831,0.501
7515,0.365,0.822,0.499
7535,0.366,0.809,0.497
7547,0.365,0.802,0.501
7568,0.359,0.793,0.509
7581,0.355,0.791,0.509
7601,0.346,0.793,0.491
7619,0.338,0.799,0.288
7631,0.333,0.804,0.024
7633,NaN,NaN,NaN
