Time,X,Y,P
7933,0.622,0.826,0.003
7946,0.622,0.827,0.042
7946,0.622,0.827,0.042
7963,0.621,0.826,0.175
7982,0.621,0.825,0.22
7998,0.622,0.822,0.251
8014,0.623,0.818,0.288
8030,0.624,0.811,0.327
8048,0.626,0.801,0.376
8049,0.626,0.8,0.384
8063,0.627,0.794,0.423
8079,0.628,0.789,0.472
8098,0.628,0.786,0.548
8120,0.628,0.787,0.642
8129,0.627,0.788,0.649
8147,0.627,0.794,0.659
8164,0.625,0.804,0.661
8180,0.624,0.814,0.663
8197,0.624,0.822,0.669
8213,0.625,0.829,0.671
8229,0.627,0.831,0.673
8247,0.631,0.831,0.673
8264,0.635,0.828,0.671
8281,0.638,0.826,0.673
8297,0.641,0.825,0.667
8313,0.642,0.822,0.55
8338,NaN,NaN,NaN
