Time,X,Y,P
9760,0.489,0.306,0.091
9768,0.489,0.305,0.534
9768,0.489,0.305,0.534
9780,0.489,0.304,0.876
9795,0.488,0.3,1
9813,0.487,0.293,1
9830,0.487,0.275,1
9831,0.486,0.272,1
9845,0.487,0.256,1
9862,0.488,0.233,1
9880,0.488,0.213,1
9897,0.488,0.199,0.819
9913,0.488,0.191,0.151
9922,0.488,0.189,0.085
9923,NaN,NaN,NaN
9985,0.502,0.239,0.169
9996,0.503,0.246,0.669
9996,0.503,0.246,0.669
10013,0.504,0.252,1
10029,0.503,0.253,1
10045,0.5,0.247,1
10063,0.494,0.236,1
10080,0.487,0.226,1
10095,0.482,0.219,1
10112,0.479,0.213,1
10130,0.481,0.212,1
10145,0.486,0.208,1
10162,0.495,0.205,1
10179,0.505,0.198,1
10197,0.514,0.193,1
10212,0.521,0.192,0.976
10230,0.527,0.194,0.388
10246,0.531,0.198,0.001
10248,NaN,NaN,NaN
