Time,X,Y,P
338858,0.067,0.824,0.005
338892,0.067,0.824,0.247
338892,0.067,0.824,0.247
338910,0.066,0.824,0.286
338932,0.066,0.824,0.315
338999,0.065,0.824,0.366
339022,0.065,0.825,0.397
339044,0.064,0.826,0.44
339063,0.063,0.827,0.472
339084,0.06,0.827,0.534
339106,0.058,0.826,0.538
339107,0.057,0.826,0.544
339126,0.054,0.825,0.558
339150,0.05,0.819,0.581
339169,0.047,0.814,0.622
339188,0.046,0.807,0.659
339209,0.046,0.798,0.681
339230,0.047,0.791,0.687
339252,0.049,0.781,0.688
339272,0.053,0.778,0.7
339294,0.057,0.778,0.716
339314,0.061,0.782,0.718
339334,0.065,0.791,0.726
339358,0.067,0.802,0.78
339380,0.068,0.811,0.896
339399,0.068,0.815,1
339422,0.068,0.816,1
339439,0.068,0.816,1
339462,0.068,0.811,1
339480,0.069,0.804,1
339504,0.071,0.793,1
339522,0.072,0.785,1
339544,0.075,0.773,1
339564,0.078,0.768,1
339586,0.083,0.766,1
339606,0.087,0.766,1
339630,0.091,0.767,0.173
339639,0.091,0.768,0.101
339640,NaN,NaN,NaN
