Time,X,Y,P
52005,0.488,0.806,0.011
52011,0.488,0.807,0.062
52011,0.488,0.807,0.062
52027,0.489,0.808,0.218
52045,0.491,0.811,0.384
52061,0.492,0.813,0.429
52077,0.491,0.815,0.478
52095,0.489,0.815,0.515
52111,0.486,0.814,0.548
52127,0.484,0.811,0.589
52145,0.482,0.804,0.644
52161,0.481,0.799,0.7
52177,0.482,0.795,0.757
52194,0.485,0.796,0.774
52212,0.488,0.804,0.784
52228,0.492,0.814,0.771
52244,0.494,0.829,0.745
52262,0.496,0.846,0.733
52277,0.496,0.854,0.735
52294,0.496,0.856,0.745
52311,0.495,0.852,0.823
52327,0.494,0.84,0.876
52345,0.493,0.824,0.962
52361,0.493,0.809,1
52378,0.493,0.799,1
52394,0.493,0.795,1
52411,0.493,0.794,1
52428,0.493,0.794,0.765
52444,0.493,0.795,0.366
52447,NaN,NaN,NaN
