Time,X,Y,P
14472,0.477,0.341,0.063
14482,0.477,0.344,0.39
14482,0.477,0.344,0.39
14499,0.478,0.341,0.657
14515,0.483,0.332,0.858
14533,0.488,0.316,1
14548,0.494,0.302,1
14565,0.499,0.285,1
14582,0.504,0.271,1
14598,0.511,0.255,0.821
14615,0.516,0.245,0.478
14631,0.524,0.236,0.03
14634,NaN,NaN,NaN
14732,0.541,0.282,0.058
14749,0.539,0.292,0.458
14749,0.539,0.292,0.458
14765,0.536,0.299,0.696
14781,0.531,0.305,0.919
14798,0.524,0.307,1
14815,0.513,0.306,1
14832,0.504,0.302,1
14848,0.494,0.292,1
14865,0.487,0.276,1
14882,0.482,0.255,0.604
14898,0.479,0.24,0.097
14901,0.479,0.238,0.038
14902,NaN,NaN,NaN
