Time,X,Y,P
2809,0.216,0.771,0.013
2819,0.216,0.771,0.155
2819,0.216,0.771,0.155
2835,0.215,0.772,0.384
2852,0.214,0.772,0.542
2868,0.213,0.771,0.792
2886,0.212,0.768,0.886
2905,0.211,0.759,1
2922,0.21,0.749,1
2923,0.21,0.747,1
2939,0.211,0.738,1
2952,0.212,0.731,1
2968,0.215,0.722,1
2986,0.22,0.721,1
3006,0.225,0.726,1
3018,0.228,0.733,1
3038,0.232,0.746,1
3052,0.232,0.755,1
3072,0.228,0.764,1
3090,0.223,0.768,1
3102,0.219,0.768,1
3119,0.214,0.767,1
3136,0.212,0.766,1
3152,0.214,0.766,0.114
3159,0.215,0.766,0.005
3160,NaN,NaN,NaN
