Time,X,Y,P
18076,0.627,0.669,0.013
18087,0.626,0.668,0.124
18087,0.626,0.668,0.124
18103,0.626,0.667,0.208
18121,0.626,0.665,0.288
18133,0.627,0.665,0.343
18151,0.629,0.667,0.399
18167,0.633,0.672,0.444
18184,0.636,0.679,0.47
18201,0.639,0.689,0.483
18217,0.641,0.701,0.485
18234,0.639,0.709,0.491
18250,0.637,0.715,0.499
18267,0.633,0.716,0.499
18285,0.629,0.709,0.513
18305,0.625,0.696,0.556
18317,0.622,0.686,0.595
18333,0.619,0.668,0.632
18351,0.619,0.654,0.638
18369,0.623,0.644,0.638
18383,0.626,0.64,0.634
18400,0.634,0.639,0.63
18417,0.641,0.642,0.628
18433,0.647,0.647,0.628
18451,0.651,0.652,0.624
18469,0.651,0.655,0.577
18484,0.65,0.658,0.401
18500,0.649,0.659,0.038
18503,NaN,NaN,NaN
