Time,X,Y,P
13573,0.482,0.315,0.028
13587,0.483,0.315,0.267
13588,0.483,0.315,0.267
13605,0.485,0.314,0.866
13628,0.491,0.306,1
13647,0.499,0.292,1
13672,0.516,0.265,1
13691,0.526,0.252,1
13712,0.533,0.244,1
13731,0.535,0.24,0.995
13752,0.533,0.24,0.272
13758,0.533,0.241,0.106
13759,NaN,NaN,NaN
13866,0.53,0.329,0.167
13875,0.53,0.331,0.354
13876,0.53,0.331,0.354
13897,0.529,0.332,1
13921,0.522,0.315,1
13921,0.521,0.312,1
13938,0.513,0.288,1
13961,0.5,0.246,1
13981,0.495,0.226,0.663
14002,0.494,0.222,0.04
14005,NaN,NaN,NaN
