Time,X,Y,P
55439,0.64,0.34,0.038
55447,0.641,0.341,0.126
55447,0.641,0.341,0.126
55464,0.641,0.344,0.278
55481,0.641,0.345,0.327
55506,0.641,0.344,0.511
55514,0.641,0.342,0.554
55532,0.639,0.336,0.673
55548,0.638,0.327,0.78
55563,0.637,0.316,0.872
55564,0.637,0.314,0.886
55580,0.636,0.302,0.946
55597,0.635,0.289,1
55613,0.635,0.28,1
55631,0.636,0.271,1
55647,0.638,0.264,1
55663,0.641,0.258,1
55681,0.645,0.255,1
55697,0.648,0.255,1
55715,0.651,0.258,1
55731,0.653,0.261,0.784
55748,0.653,0.264,0.239
55756,0.652,0.265,0.085
55757,NaN,NaN,NaN
