Time,X,Y,P
14511,0.769,0.381,0.151
14527,0.765,0.376,0.454
14527,0.765,0.376,0.454
14543,0.763,0.374,0.642
14562,0.762,0.374,0.685
14578,0.764,0.374,0.905
14593,0.768,0.375,0.97
14612,0.776,0.378,1
14628,0.783,0.379,1
14644,0.791,0.38,1
14661,0.797,0.38,1
14678,0.8,0.379,1
14693,0.801,0.376,1
14710,0.801,0.372,1
14726,0.798,0.366,1
14742,0.795,0.358,1
14760,0.789,0.346,1
14776,0.782,0.332,1
14796,0.774,0.316,1
14814,0.768,0.302,1
14826,0.766,0.296,1
14843,0.763,0.288,1
14860,0.762,0.284,1
14877,0.764,0.282,1
14893,0.768,0.284,1
14909,0.774,0.286,1
14928,0.784,0.291,1
14942,0.792,0.293,1
14960,0.804,0.296,0.8
14980,0.815,0.302,0.083
14983,0.816,0.304,0.028
14984,NaN,NaN,NaN
