Time,X,Y,P
18000,0.761,0.751,0.03
18011,0.762,0.751,0.163
18011,0.762,0.751,0.163
18024,0.762,0.751,0.235
18042,0.764,0.752,0.358
18059,0.766,0.755,0.503
18074,0.769,0.759,0.61
18092,0.772,0.765,0.694
18109,0.774,0.771,0.776
18124,0.775,0.774,0.815
18142,0.775,0.78,0.858
18159,0.774,0.785,0.884
18175,0.773,0.788,0.896
18192,0.771,0.792,0.909
18207,0.768,0.792,0.923
18225,0.766,0.789,0.938
18242,0.765,0.782,0.978
18257,0.764,0.773,1
18275,0.764,0.758,1
18291,0.764,0.744,1
18308,0.765,0.729,1
18325,0.765,0.715,1
18342,0.766,0.706,0.696
18357,0.767,0.702,0.257
18365,0.767,0.701,0.097
18366,NaN,NaN,NaN
18436,0.759,0.72,0.054
18442,0.758,0.722,0.194
18442,0.758,0.722,0.194
18458,0.757,0.727,0.401
18475,0.756,0.733,0.569
18492,0.757,0.736,0.726
18508,0.76,0.739,0.864
18526,0.766,0.741,0.888
18541,0.773,0.742,0.767
18557,0.778,0.742,0.366
18571,0.783,0.744,0.04
18572,NaN,NaN,NaN
