Time,X,Y,P
9015,0.187,0.374,0.052
9015,0.187,0.375,0.116
9015,0.187,0.375,0.116
9030,0.188,0.376,0.267
9048,0.189,0.378,0.39
9061,0.19,0.376,0.464
9077,0.192,0.375,0.532
9094,0.193,0.373,0.563
9114,0.194,0.366,0.575
9129,0.195,0.354,0.583
9134,0.196,0.352,0.587
9149,0.198,0.332,0.706
9164,0.199,0.314,0.868
9181,0.202,0.299,1
9195,0.204,0.291,1
9214,0.208,0.291,1
9226,0.211,0.299,1
9247,0.215,0.321,1
9262,0.217,0.344,1
9279,0.221,0.366,0.776
9296,0.224,0.378,0.126
9307,0.226,0.379,0.017
9310,NaN,NaN,NaN
