Time,X,Y,P
5362,0.349,0.776,0.003
5366,0.348,0.776,0.03
5367,0.348,0.776,0.03
5383,0.347,0.773,0.122
5401,0.347,0.767,0.253
5416,0.347,0.759,0.388
5433,0.349,0.748,0.503
5450,0.352,0.739,0.554
5467,0.354,0.731,0.595
5484,0.355,0.726,0.739
5500,0.355,0.727,0.854
5518,0.353,0.732,0.884
5534,0.349,0.744,0.896
5550,0.345,0.758,0.899
5568,0.341,0.776,0.894
5583,0.339,0.793,0.897
5600,0.342,0.809,0.899
5617,0.348,0.819,0.899
5635,0.357,0.824,0.896
5651,0.363,0.821,0.897
5667,0.368,0.812,0.897
5685,0.368,0.8,0.897
5700,0.365,0.791,0.915
5717,0.358,0.781,0.933
5733,0.354,0.775,0.94
5750,0.351,0.772,0.872
5766,0.349,0.771,0.618
5783,0.352,0.772,0.015
5785,NaN,NaN,NaN
