Time,X,Y,P
6327,0.791,0.801,0.075
6333,0.792,0.801,0.233
6333,0.792,0.801,0.233
6350,0.795,0.804,0.54
6371,0.796,0.805,0.622
6397,0.793,0.807,0.714
6413,0.788,0.806,0.761
6434,0.781,0.802,0.866
6436,0.78,0.802,0.88
6455,0.776,0.799,0.923
6479,0.773,0.793,0.958
6498,0.777,0.789,0.962
6519,0.785,0.786,0.972
6539,0.793,0.782,0.991
6559,0.799,0.776,1
6581,0.801,0.766,1
6602,0.796,0.758,1
6623,0.79,0.752,1
6647,0.781,0.749,1
6662,0.778,0.752,0.935
6688,0.777,0.76,0.267
6701,0.778,0.765,0.001
6702,NaN,NaN,NaN
