Time,X,Y,P
30260,0.195,0.385,0.024
30269,0.195,0.387,0.097
30269,0.195,0.387,0.097
30286,0.194,0.393,0.208
30303,0.192,0.399,0.253
30321,0.192,0.401,0.259
30372,0.193,0.399,0.382
30389,0.194,0.395,0.417
30407,0.195,0.388,0.444
30420,0.197,0.38,0.466
30435,0.199,0.373,0.491
30455,0.201,0.362,0.526
30456,0.202,0.361,0.53
30471,0.203,0.355,0.538
30487,0.206,0.346,0.548
30507,0.208,0.339,0.558
30520,0.208,0.336,0.569
30536,0.21,0.331,0.599
30553,0.211,0.326,0.618
30569,0.212,0.324,0.638
30585,0.212,0.322,0.649
30648,0.212,0.324,0.792
30657,0.213,0.325,0.802
30669,0.213,0.327,0.808
30686,0.215,0.334,0.812
30703,0.217,0.345,0.81
30721,0.22,0.358,0.813
30735,0.222,0.366,0.813
30753,0.224,0.376,0.812
30772,0.226,0.384,0.813
30789,0.227,0.387,0.812
30805,0.227,0.389,0.827
30821,0.228,0.391,0.845
30836,0.228,0.392,0.86
30857,0.228,0.393,0.886
30873,0.228,0.392,0.888
30897,0.228,0.391,0.845
30903,0.228,0.389,0.792
30919,0.228,0.387,0.536
30935,0.226,0.38,0.022
30938,NaN,NaN,NaN
