Time,X,Y,P
72763,0.345,0.382,0.015
72769,0.345,0.382,0.089
72769,0.345,0.382,0.089
72785,0.343,0.382,0.167
72802,0.342,0.379,0.261
72819,0.342,0.372,0.356
72836,0.345,0.36,0.429
72852,0.348,0.349,0.472
72869,0.353,0.338,0.493
72885,0.357,0.325,0.513
72905,0.361,0.308,0.542
72921,0.36,0.299,0.579
72937,0.357,0.291,0.622
72954,0.351,0.287,0.642
72970,0.344,0.289,0.614
72986,0.337,0.298,0.427
73002,0.334,0.311,0.05
73003,NaN,NaN,NaN
73120,0.345,0.407,0.06
73135,0.342,0.407,0.321
73135,0.342,0.407,0.321
73152,0.34,0.409,0.452
73169,0.34,0.412,0.501
73186,0.343,0.411,0.487
73204,0.349,0.407,0.099
73210,0.35,0.407,0.042
73211,NaN,NaN,NaN
