Time,X,Y,P
8037,0.055,0.347,0.038
8058,0.055,0.355,0.308
8058,0.055,0.355,0.308
8082,0.054,0.361,0.628
8100,0.053,0.361,0.771
8125,0.053,0.358,0.874
8142,0.054,0.349,0.917
8164,0.056,0.334,0.944
8185,0.06,0.32,0.958
8191,0.061,0.319,0.96
8214,0.067,0.315,0.97
8225,0.069,0.318,0.974
8246,0.074,0.327,0.974
8268,0.075,0.344,0.974
8290,0.075,0.356,1
8308,0.074,0.365,1
8332,0.072,0.365,1
8349,0.072,0.356,1
8375,0.074,0.339,1
8394,0.079,0.327,1
8417,0.085,0.324,0.472
8432,0.088,0.326,0.021
8433,NaN,NaN,NaN
