Time,X,Y,P
11509,0.349,0.344,0.013
11522,0.35,0.344,0.14
11522,0.35,0.344,0.14
11542,0.351,0.342,0.243
11555,0.351,0.341,0.327
11572,0.352,0.34,0.364
11588,0.352,0.336,0.392
11608,0.354,0.327,0.429
11609,0.354,0.325,0.437
11626,0.355,0.312,0.458
11641,0.357,0.294,0.503
11660,0.36,0.268,0.616
11672,0.361,0.247,0.698
11689,0.36,0.228,0.751
11706,0.357,0.214,0.769
11723,0.354,0.211,0.759
11738,0.351,0.213,0.673
11755,0.346,0.226,0.226
11764,0.344,0.235,0.034
11765,NaN,NaN,NaN
11879,0.355,0.378,0.017
11890,0.354,0.382,0.544
11890,0.354,0.382,0.544
11904,0.354,0.386,0.853
11922,0.354,0.388,0.974
11938,0.356,0.391,0.788
11956,0.357,0.393,0.282
11966,0.358,0.393,0.06
11967,NaN,NaN,NaN
