Time,X,Y,P
2689,0.042,0.82,0.026
2690,0.042,0.821,0.067
2690,0.042,0.821,0.067
2699,0.042,0.824,0.138
2713,0.043,0.829,0.218
2730,0.043,0.833,0.251
2748,0.042,0.832,0.302
2763,0.041,0.825,0.356
2783,0.039,0.811,0.388
2796,0.037,0.795,0.399
2799,0.036,0.793,0.401
2813,0.035,0.782,0.431
2830,0.032,0.769,0.503
2849,0.031,0.761,0.532
2867,0.029,0.759,0.569
2880,0.03,0.76,0.585
2896,0.031,0.765,0.587
2913,0.033,0.776,0.579
2929,0.036,0.788,0.556
2947,0.042,0.804,0.552
2965,0.048,0.815,0.55
2979,0.053,0.82,0.554
2995,0.057,0.82,0.548
3015,0.061,0.812,0.55
3031,0.062,0.801,0.554
3047,0.062,0.793,0.569
3063,0.062,0.786,0.61
3082,0.062,0.778,0.661
3099,0.064,0.773,0.71
3115,0.067,0.771,0.749
3131,0.071,0.771,0.753
3146,0.075,0.772,0.687
3163,0.08,0.778,0.188
3173,0.082,0.784,0.005
3175,NaN,NaN,NaN
