Time,X,Y,P
5026,0.509,0.808,0.007
5040,0.51,0.808,0.087
5040,0.51,0.808,0.087
5056,0.51,0.809,0.229
5076,0.511,0.813,0.335
5092,0.51,0.816,0.411
5106,0.509,0.82,0.487
5123,0.506,0.822,0.552
5143,0.501,0.822,0.614
5145,0.5,0.821,0.626
5158,0.496,0.816,0.665
5177,0.49,0.805,0.708
5192,0.486,0.788,0.72
5209,0.484,0.775,0.722
5224,0.485,0.765,0.731
5241,0.488,0.762,0.757
5259,0.494,0.767,0.778
5275,0.498,0.774,0.792
5289,0.503,0.782,0.808
5309,0.507,0.791,0.872
5327,0.507,0.794,0.921
5343,0.506,0.792,0.97
5357,0.505,0.787,0.987
5373,0.502,0.773,1
5389,0.498,0.751,1
5411,0.495,0.722,1
5426,0.494,0.692,1
5440,0.495,0.675,1
5459,0.501,0.66,1
5477,0.508,0.658,0.874
5491,0.514,0.659,0.228
5501,0.517,0.661,0.024
5502,NaN,NaN,NaN
