Time,X,Y,P
5290,0.197,0.811,0.052
5298,0.196,0.812,0.218
5298,0.196,0.812,0.218
5313,0.196,0.813,0.302
5331,0.195,0.808,0.483
5348,0.195,0.8,0.644
5364,0.197,0.786,0.81
5380,0.199,0.772,0.868
5398,0.202,0.758,0.896
5415,0.204,0.752,0.915
5430,0.204,0.749,0.933
5448,0.203,0.755,0.95
5464,0.204,0.764,0.95
5481,0.206,0.773,0.948
5498,0.212,0.781,0.954
5514,0.221,0.784,0.96
5532,0.228,0.778,0.964
5548,0.232,0.771,0.978
5565,0.232,0.761,1
5581,0.227,0.751,1
5597,0.221,0.744,1
5614,0.213,0.739,1
5630,0.208,0.738,1
5647,0.208,0.741,0.862
5663,0.213,0.747,0.128
5673,0.215,0.749,0.019
5674,NaN,NaN,NaN
