Time,X,Y,P
17954,0.621,0.827,0.009
17971,0.621,0.827,0.167
17971,0.621,0.827,0.167
17983,0.62,0.828,0.366
17999,0.619,0.829,0.542
18017,0.619,0.829,0.751
18032,0.62,0.829,0.849
18052,0.624,0.827,1
18068,0.629,0.82,1
18069,0.631,0.818,1
18083,0.635,0.809,1
18101,0.642,0.793,1
18117,0.646,0.781,1
18135,0.647,0.768,1
18151,0.647,0.762,1
18167,0.645,0.759,1
18184,0.643,0.762,1
18200,0.642,0.769,1
18216,0.641,0.782,1
18236,0.645,0.806,1
18249,0.648,0.819,1
18267,0.656,0.835,1
18283,0.659,0.84,1
18300,0.663,0.842,1
18319,0.663,0.842,0.62
18336,0.662,0.841,0.032
18337,NaN,NaN,NaN
