Time,X,Y,P
15775,0.512,0.776,0.062
15792,0.511,0.778,0.308
15792,0.511,0.778,0.308
15813,0.509,0.781,0.446
15839,0.507,0.787,0.476
15854,0.506,0.792,0.478
15859,0.506,0.793,0.478
15879,0.504,0.795,0.479
15899,0.5,0.793,0.511
15920,0.496,0.785,0.54
15940,0.49,0.769,0.546
15960,0.487,0.754,0.55
15981,0.487,0.746,0.554
16001,0.49,0.741,0.622
16023,0.495,0.745,0.706
16043,0.501,0.755,0.741
16065,0.506,0.765,0.765
16086,0.512,0.771,0.86
16106,0.514,0.768,0.935
16127,0.513,0.754,0.964
16148,0.508,0.735,0.968
16169,0.503,0.715,0.976
16189,0.499,0.698,1
16212,0.494,0.675,1
16229,0.492,0.662,1
16253,0.493,0.656,1
16274,0.502,0.666,1
16293,0.514,0.681,1
16314,0.526,0.693,1
16336,0.535,0.698,1
16356,0.537,0.695,0.636
16370,0.54,0.693,0.032
16371,NaN,NaN,NaN
