Time,X,Y,P
12771,0.914,0.786,0.019
12803,0.914,0.788,0.173
12803,0.914,0.788,0.173
12821,0.915,0.788,0.198
12842,0.916,0.784,0.229
12864,0.917,0.772,0.28
12888,0.916,0.756,0.304
12889,0.916,0.753,0.306
12910,0.916,0.74,0.315
12926,0.917,0.729,0.317
12947,0.918,0.719,0.302
12967,0.919,0.713,0.073
12973,NaN,NaN,NaN
13136,0.901,0.758,0.026
13160,0.904,0.764,0.245
13160,0.904,0.764,0.245
13176,0.909,0.767,0.286
13196,0.919,0.768,0.308
13218,0.933,0.767,0.31
13238,0.942,0.765,0.237
13258,0.946,0.764,0.009
13260,NaN,NaN,NaN
