Time,X,Y,P
12444,0.775,0.347,0.042
12465,0.775,0.348,0.263
12466,0.775,0.348,0.263
12483,0.773,0.345,0.329
12500,0.77,0.336,0.356
12517,0.766,0.327,0.362
12520,0.765,0.326,0.364
12534,0.762,0.318,0.384
12551,0.76,0.312,0.435
12567,0.759,0.307,0.481
12583,0.758,0.305,0.511
12600,0.759,0.305,0.544
12616,0.761,0.307,0.548
12633,0.766,0.315,0.548
12650,0.772,0.326,0.542
12666,0.777,0.334,0.536
12682,0.785,0.348,0.544
12699,0.79,0.359,0.542
12715,0.795,0.365,0.532
12733,0.797,0.361,0.534
12750,0.796,0.349,0.542
12765,0.794,0.34,0.544
12783,0.792,0.327,0.548
12800,0.788,0.318,0.569
12819,0.787,0.311,0.593
12835,0.786,0.306,0.612
12851,0.787,0.306,0.628
12866,0.789,0.308,0.636
12886,0.793,0.314,0.634
12903,0.799,0.324,0.626
12915,0.804,0.331,0.622
12939,0.811,0.341,0.622
12952,0.813,0.341,0.622
12967,0.813,0.336,0.628
12984,0.813,0.328,0.634
13001,0.813,0.316,0.651
13015,0.813,0.309,0.729
13032,0.814,0.304,0.798
13052,0.817,0.298,0.833
13069,0.822,0.295,0.835
13085,0.827,0.294,0.687
13101,0.833,0.296,0.151
13108,0.835,0.298,0.032
13109,NaN,NaN,NaN
