Time,X,Y,P
18134,0.198,0.34,0.054
18146,0.198,0.341,0.276
18146,0.198,0.341,0.276
18156,0.198,0.341,0.333
18173,0.198,0.34,0.419
18190,0.199,0.34,0.437
18207,0.198,0.336,0.491
18223,0.198,0.331,0.573
18240,0.198,0.319,0.677
18303,0.197,0.3,0.769
18324,0.205,0.284,0.87
18339,0.208,0.288,0.837
18357,0.214,0.296,0.81
18373,0.217,0.304,0.571
18391,0.217,0.307,0.106
18395,0.217,0.308,0.005
18397,NaN,NaN,NaN
18599,0.189,0.398,0.05
18606,0.189,0.399,0.235
18606,0.189,0.399,0.235
18623,0.19,0.398,0.95
18640,0.192,0.395,1
18656,0.194,0.393,0.909
18674,0.194,0.392,0.829
18689,0.194,0.391,0.765
18707,0.194,0.392,0.784
18724,0.195,0.394,0.798
18739,0.195,0.396,0.827
18757,0.196,0.398,0.847
18773,0.196,0.395,0.882
18789,0.197,0.392,0.808
18807,0.197,0.391,0.706
18820,0.196,0.393,0.015
18821,NaN,NaN,NaN
