Time,X,Y,P
13835,0.356,0.318,0.056
13850,0.356,0.316,0.302
13850,0.356,0.316,0.302
13859,0.356,0.315,0.413
13875,0.356,0.313,0.546
13892,0.357,0.307,0.755
13909,0.359,0.298,0.956
13910,0.36,0.296,0.981
13926,0.363,0.288,1
13943,0.365,0.279,1
13959,0.366,0.271,1
13976,0.364,0.262,1
13993,0.359,0.26,1
14009,0.353,0.26,1
14025,0.348,0.264,1
14043,0.343,0.272,0.491
14059,0.341,0.284,0.042
14061,NaN,NaN,NaN
14152,0.349,0.36,0.069
14160,0.349,0.361,0.241
14160,0.349,0.361,0.241
14176,0.349,0.366,0.534
14193,0.349,0.367,0.593
14209,0.349,0.366,0.64
14227,0.351,0.361,0.45
14242,0.352,0.358,0.044
14245,NaN,NaN,NaN
