Time,X,Y,P
11791,0.924,0.756,0.034
11797,0.924,0.758,0.089
11797,0.924,0.758,0.089
11814,0.926,0.759,0.288
11829,0.927,0.764,0.419
11846,0.927,0.768,0.503
11863,0.927,0.773,0.579
11880,0.925,0.778,0.61
11895,0.921,0.776,0.63
11912,0.915,0.768,0.677
11929,0.909,0.758,0.712
11946,0.907,0.745,0.743
11963,0.909,0.738,0.786
11979,0.915,0.738,0.827
11995,0.921,0.741,0.856
12013,0.926,0.751,0.882
12047,0.932,0.771,0.911
12080,0.932,0.773,0.935
12097,0.931,0.765,0.954
12112,0.929,0.753,0.976
12130,0.929,0.732,0.993
12147,0.93,0.713,1
12163,0.928,0.692,1
12179,0.923,0.68,1
12197,0.914,0.673,1
12213,0.907,0.674,0.821
12229,0.901,0.681,0.128
12238,0.899,0.684,0.013
12239,NaN,NaN,NaN
