Time,X,Y,P
13338,0.466,0.401,0.011
13339,0.466,0.404,0.062
13339,0.466,0.404,0.062
13359,0.465,0.411,0.319
13385,0.464,0.412,0.534
13402,0.464,0.405,0.716
13422,0.464,0.391,0.79
13444,0.465,0.365,0.825
13464,0.468,0.342,0.835
13485,0.47,0.327,0.835
13505,0.471,0.322,0.856
13527,0.471,0.325,0.858
13549,0.47,0.335,0.854
13570,0.469,0.349,0.849
13592,0.471,0.361,0.853
13614,0.474,0.368,0.854
13632,0.478,0.373,0.853
13652,0.483,0.378,0.835
13672,0.486,0.38,0.819
13695,0.485,0.379,0.796
13715,0.482,0.376,0.798
13736,0.476,0.371,0.825
13757,0.472,0.361,0.978
13779,0.47,0.352,1
13799,0.473,0.342,1
13820,0.479,0.335,1
13842,0.484,0.331,0.556
13860,0.487,0.329,0.003
13861,NaN,NaN,NaN
