Time,X,Y,P
46688,0.327,0.384,0.009
46713,0.327,0.385,0.267
46713,0.327,0.385,0.267
46751,0.328,0.385,0.604
46768,0.329,0.382,0.771
46784,0.331,0.378,0.866
46801,0.333,0.373,0.925
46818,0.334,0.366,0.968
46833,0.335,0.359,1
46850,0.334,0.353,1
46867,0.332,0.349,1
46883,0.329,0.346,0.952
46901,0.325,0.346,0.558
46917,0.323,0.352,0.024
46922,NaN,NaN,NaN
47004,0.321,0.398,0.101
47028,0.321,0.4,0.56
47029,0.321,0.4,0.56
47037,0.322,0.4,0.614
47056,0.324,0.401,0.644
47067,0.325,0.401,0.267
47082,0.326,0.401,0.005
47083,NaN,NaN,NaN
