Time,X,Y,P
34489,0.219,0.187,0.054
34492,0.219,0.188,0.175
34492,0.219,0.188,0.175
34506,0.219,0.189,0.302
34522,0.218,0.189,0.376
34539,0.218,0.188,0.423
34555,0.217,0.186,0.497
34571,0.217,0.18,0.62
34590,0.217,0.173,0.692
34604,0.217,0.167,0.712
34607,0.217,0.164,0.72
34622,0.216,0.156,0.728
34640,0.215,0.146,0.728
34655,0.213,0.138,0.72
34673,0.212,0.131,0.579
34687,0.212,0.129,0.501
34703,0.212,0.131,0.06
34706,NaN,NaN,NaN
35078,0.223,0.249,0.019
35089,0.223,0.252,0.175
35090,0.223,0.252,0.175
35106,0.223,0.253,0.271
35121,0.223,0.254,0.364
35139,0.223,0.253,0.526
35157,0.222,0.252,0.593
35170,0.222,0.251,0.626
35187,0.222,0.249,0.636
35206,0.222,0.248,0.499
35231,NaN,NaN,NaN
