Time,X,Y,P
1605,0.058,0.825,0.001
1621,0.057,0.829,0.21
1621,0.057,0.829,0.21
1636,0.056,0.832,0.302
1653,0.054,0.831,0.368
1672,0.054,0.821,0.513
1688,0.055,0.811,0.591
1704,0.055,0.798,0.64
1706,0.056,0.794,0.653
1721,0.057,0.786,0.677
1737,0.058,0.778,0.704
1758,0.058,0.773,0.767
1771,0.058,0.774,0.817
1788,0.058,0.78,0.837
1805,0.058,0.793,0.843
1822,0.059,0.811,0.847
1839,0.061,0.829,0.845
1856,0.063,0.842,0.841
1872,0.065,0.846,0.843
1889,0.067,0.845,0.841
1902,0.07,0.839,0.839
1923,0.072,0.826,0.837
1939,0.074,0.808,0.837
1953,0.076,0.799,0.837
1969,0.078,0.788,0.847
1987,0.081,0.786,0.876
2005,0.084,0.791,0.894
2019,0.086,0.795,0.888
2037,0.088,0.802,0.437
2051,0.088,0.808,0.024
2052,NaN,NaN,NaN
