Time,X,Y,P
10109,0.781,0.78,0.032
10116,0.781,0.782,0.202
10116,0.781,0.782,0.202
10133,0.78,0.789,0.438
10150,0.778,0.794,0.538
10165,0.776,0.798,0.583
10166,0.776,0.799,0.589
10182,0.772,0.799,0.603
10199,0.766,0.795,0.626
10216,0.761,0.789,0.679
10232,0.758,0.785,0.7
10249,0.759,0.779,0.71
10266,0.763,0.769,0.718
10283,0.769,0.758,0.737
10299,0.774,0.747,0.771
10316,0.777,0.734,0.784
10333,0.777,0.726,0.813
10349,0.772,0.718,0.839
10366,0.765,0.712,0.853
10383,0.761,0.709,0.839
10400,0.758,0.711,0.71
10416,0.759,0.715,0.364
10430,0.762,0.721,0.048
10431,NaN,NaN,NaN
