Time,X,Y,P
1871,0.061,0.834,0.024
1892,0.061,0.836,0.292
1892,0.061,0.836,0.292
1912,0.059,0.839,0.374
1932,0.057,0.84,0.499
1954,0.053,0.835,0.688
1956,0.052,0.834,0.728
1973,0.047,0.821,0.993
1997,0.039,0.789,1
2017,0.036,0.762,1
2038,0.038,0.739,1
2060,0.043,0.733,1
2080,0.049,0.747,1
2100,0.055,0.773,1
2120,0.059,0.798,1
2145,0.062,0.822,1
2162,0.063,0.831,1
2183,0.062,0.824,1
2204,0.062,0.804,1
2226,0.063,0.765,1
2246,0.066,0.739,1
2266,0.071,0.725,0.956
2289,0.077,0.728,0.056
2294,0.078,0.729,0.005
2295,NaN,NaN,NaN
