Time,X,Y,P
12812,0.043,0.341,0.001
12832,0.044,0.348,0.21
12832,0.044,0.348,0.21
12852,0.043,0.353,0.263
12878,0.043,0.354,0.269
12895,0.044,0.353,0.28
12916,0.045,0.345,0.368
12936,0.046,0.332,0.462
12957,0.047,0.318,0.528
12961,0.048,0.313,0.542
12983,0.051,0.296,0.577
13001,0.053,0.287,0.603
13022,0.054,0.278,0.632
13042,0.055,0.274,0.649
13062,0.055,0.275,0.671
13082,0.056,0.28,0.671
13104,0.057,0.293,0.673
13124,0.058,0.305,0.675
13146,0.06,0.315,0.675
13167,0.062,0.318,0.675
13186,0.063,0.314,0.677
13209,0.067,0.304,0.683
13228,0.07,0.295,0.687
13252,0.074,0.285,0.687
13270,0.075,0.278,0.583
13290,0.077,0.272,0.165
13298,0.078,0.271,0.001
13299,NaN,NaN,NaN
