Time,X,Y,P
3449,0.195,0.812,0.062
3468,0.195,0.813,0.243
3468,0.195,0.813,0.243
3485,0.196,0.814,0.55
3502,0.197,0.816,0.562
3519,0.199,0.819,0.591
3535,0.202,0.821,0.704
3552,0.206,0.821,0.813
3569,0.211,0.819,0.853
3584,0.215,0.813,0.87
3601,0.219,0.804,0.892
3619,0.221,0.789,0.935
3637,0.22,0.773,0.991
3651,0.217,0.764,1
3668,0.212,0.754,1
3685,0.204,0.753,1
3701,0.197,0.759,1
3718,0.192,0.768,1
3736,0.189,0.784,1
3752,0.191,0.798,1
3767,0.195,0.806,1
3784,0.199,0.811,1
3802,0.203,0.814,0.755
3818,0.206,0.815,0.228
3826,0.207,0.815,0.032
3827,NaN,NaN,NaN
