Time,X,Y,P
3695,0.518,0.769,0.013
3696,0.518,0.772,0.067
3696,0.518,0.772,0.067
3711,0.516,0.78,0.247
3728,0.513,0.787,0.378
3729,0.512,0.787,0.407
3744,0.507,0.789,0.546
3761,0.501,0.784,0.714
3778,0.496,0.771,0.874
3795,0.492,0.751,1
3811,0.491,0.733,1
3828,0.493,0.721,1
3844,0.497,0.714,1
3861,0.502,0.718,1
3877,0.505,0.726,1
3895,0.507,0.741,1
3911,0.508,0.767,0.944
3928,0.508,0.796,0.907
3945,0.508,0.827,0.884
3961,0.508,0.847,0.88
3977,0.508,0.859,0.897
3994,0.508,0.86,0.966
4011,0.509,0.847,1
4028,0.51,0.827,1
4044,0.511,0.802,1
4061,0.513,0.773,1
4078,0.515,0.753,1
4095,0.52,0.736,1
4111,0.528,0.728,0.94
4128,0.536,0.728,0.454
4145,0.546,0.732,0.024
4146,NaN,NaN,NaN
