Time,X,Y,P
13006,0.764,0.353,0.011
13025,0.763,0.353,0.161
13025,0.763,0.353,0.161
13042,0.761,0.353,0.259
13061,0.76,0.353,0.319
13077,0.763,0.354,0.366
13091,0.768,0.355,0.415
13108,0.776,0.355,0.511
13111,0.777,0.356,0.521
13125,0.786,0.355,0.601
13142,0.794,0.351,0.644
13159,0.798,0.344,0.667
13175,0.797,0.335,0.698
13192,0.793,0.327,0.749
13209,0.785,0.316,0.833
13226,0.775,0.305,0.892
13243,0.768,0.294,0.921
13257,0.765,0.286,0.958
13274,0.767,0.279,0.993
13292,0.774,0.273,1
13307,0.781,0.271,1
13325,0.791,0.271,0.991
13340,0.798,0.272,0.815
13360,0.802,0.275,0.374
13374,0.801,0.279,0.044
13375,NaN,NaN,NaN
13481,0.772,0.321,0.054
13491,0.771,0.322,0.376
13491,0.771,0.322,0.376
13508,0.769,0.322,0.638
13523,0.769,0.324,0.813
13543,0.775,0.322,0.856
13557,0.782,0.322,0.866
13560,0.786,0.322,0.866
13574,0.794,0.325,0.868
13591,0.806,0.327,0.771
13607,0.812,0.328,0.44
13624,0.815,0.327,0.077
13625,NaN,NaN,NaN
