Time,X,Y,P
18959,0.642,0.404,0.007
18959,0.642,0.405,0.052
18959,0.642,0.405,0.052
18972,0.641,0.405,0.093
18988,0.641,0.406,0.2
19005,0.641,0.406,0.271
19022,0.641,0.405,0.354
19038,0.642,0.398,0.485
19055,0.642,0.387,0.579
19071,0.641,0.369,0.661
19072,0.641,0.365,0.677
19088,0.641,0.341,0.749
19106,0.642,0.312,0.788
19121,0.642,0.289,0.813
19138,0.642,0.267,0.864
19155,0.641,0.254,0.903
19171,0.641,0.245,0.944
19188,0.642,0.24,1
19204,0.644,0.239,1
19222,0.647,0.241,1
19237,0.651,0.244,1
19255,0.653,0.245,1
19272,0.656,0.245,1
19288,0.658,0.245,0.589
19304,0.658,0.246,0.022
19306,NaN,NaN,NaN
