Time,X,Y,P
22264,0.763,0.271,0.009
22273,0.763,0.271,0.06
22273,0.763,0.271,0.06
22290,0.766,0.274,0.321
22306,0.77,0.276,0.507
22323,0.774,0.279,0.688
22340,0.778,0.28,0.804
22356,0.782,0.279,0.874
22372,0.784,0.275,0.935
22390,0.783,0.269,0.981
22407,0.779,0.26,1
22423,0.775,0.252,1
22440,0.772,0.245,1
22457,0.769,0.238,1
22473,0.771,0.235,1
22489,0.774,0.235,1
22507,0.781,0.238,1
22522,0.786,0.24,1
22540,0.792,0.241,1
22557,0.794,0.242,1
22572,0.794,0.244,0.774
22590,0.793,0.245,0.454
22607,0.791,0.246,0.073
22613,0.79,0.246,0.022
22614,NaN,NaN,NaN
22686,0.774,0.256,0.032
22687,0.773,0.256,0.103
22687,0.773,0.256,0.103
22706,0.772,0.258,0.354
22724,0.772,0.259,0.616
22740,0.775,0.26,0.78
22757,0.782,0.262,0.876
22774,0.789,0.264,0.743
22790,0.797,0.266,0.144
22799,0.799,0.266,0.026
22800,NaN,NaN,NaN
