Time,X,Y,P
8685,0.597,0.828,0.03
8693,0.597,0.827,0.116
8693,0.597,0.827,0.116
8710,0.598,0.82,0.433
8726,0.599,0.811,0.517
8743,0.601,0.795,0.536
8759,0.603,0.78,0.524
8775,0.604,0.765,0.524
8793,0.605,0.753,0.587
8809,0.606,0.746,0.716
8825,0.606,0.745,0.765
8844,0.606,0.746,0.899
8860,0.606,0.751,0.915
8877,0.607,0.761,0.921
8893,0.611,0.781,0.931
8910,0.618,0.802,0.978
8926,0.626,0.815,1
8943,0.636,0.825,1
8959,0.646,0.831,1
8977,0.653,0.834,0.948
8993,0.658,0.835,0.776
9008,0.66,0.838,0.456
9022,0.661,0.84,0.024
9023,NaN,NaN,NaN
