Time,X,Y,P
24757,0.355,0.316,0.024
24767,0.355,0.319,0.251
24768,0.355,0.319,0.251
24772,0.356,0.319,0.296
24791,0.356,0.32,0.407
24813,0.355,0.316,0.604
24834,0.353,0.305,0.737
24854,0.352,0.288,0.808
24876,0.353,0.268,0.821
24897,0.355,0.252,0.815
24917,0.354,0.242,0.829
24941,0.348,0.239,0.897
24960,0.341,0.235,0.942
24978,0.334,0.232,0.96
24999,0.329,0.231,0.741
25022,0.329,0.24,0.017
25025,NaN,NaN,NaN
25125,0.349,0.336,0.04
25136,0.349,0.34,0.517
25136,0.349,0.34,0.517
25146,0.349,0.342,0.722
25166,0.347,0.347,0.896
25188,0.347,0.349,0.765
25208,0.347,0.351,0.231
25213,NaN,NaN,NaN
