Time,X,Y,P
30401,0.764,0.725,0.013
30417,0.763,0.721,0.298
30417,0.763,0.721,0.298
30433,0.761,0.72,0.612
30466,0.762,0.72,0.905
30483,0.763,0.722,0.995
30500,0.766,0.726,1
30516,0.771,0.733,1
30534,0.776,0.742,1
30550,0.781,0.751,1
30566,0.785,0.762,1
30582,0.788,0.773,1
30599,0.789,0.786,1
30615,0.789,0.798,1
30632,0.786,0.811,1
30649,0.783,0.821,1
30665,0.779,0.833,1
30683,0.776,0.842,1
30699,0.775,0.848,1
30716,0.776,0.854,1
30733,0.781,0.86,1
30749,0.788,0.864,1
30767,0.797,0.865,1
30783,0.803,0.865,1
30799,0.806,0.864,0.964
30817,0.808,0.86,0.54
30833,0.806,0.855,0.032
30837,NaN,NaN,NaN
30967,0.754,0.798,0.001
30984,0.753,0.789,0.569
30984,0.753,0.789,0.569
30999,0.753,0.782,0.956
31015,0.755,0.78,1
31016,0.756,0.779,1
31032,0.761,0.778,1
31049,0.771,0.775,1
31066,0.781,0.774,1
31083,0.792,0.773,1
31099,0.801,0.772,0.54
31115,0.809,0.773,0.073
31120,0.81,0.773,0.021
31121,NaN,NaN,NaN
