Time,X,Y,P
21654,0.926,0.747,0.011
21666,0.926,0.748,0.237
21666,0.926,0.748,0.237
21695,0.925,0.752,0.515
21710,0.925,0.754,0.587
21733,0.924,0.76,0.679
21750,0.923,0.762,0.747
21773,0.917,0.761,0.772
21792,0.912,0.754,0.79
21814,0.905,0.745,0.806
21833,0.904,0.738,0.819
21854,0.906,0.736,0.823
21875,0.915,0.741,0.821
21895,0.923,0.748,0.827
21918,0.927,0.754,0.831
21940,0.928,0.753,0.837
21959,0.926,0.747,0.851
21980,0.924,0.738,0.866
22003,0.922,0.718,0.876
22026,0.92,0.698,0.876
22042,0.917,0.684,0.919
22064,0.909,0.675,1
22083,0.902,0.678,1
22104,0.896,0.682,1
22126,0.89,0.686,0.901
22146,0.891,0.687,0.075
22152,0.892,0.687,0.022
22153,NaN,NaN,NaN
