Time,X,Y,P
15866,0.321,0.344,0.015
15883,0.321,0.346,0.245
15883,0.321,0.346,0.245
15895,0.322,0.346,0.269
15917,0.322,0.34,0.405
15929,0.322,0.332,0.427
15946,0.321,0.318,0.442
15962,0.319,0.305,0.474
15979,0.318,0.298,0.536
15997,0.319,0.294,0.591
16013,0.321,0.294,0.606
16028,0.324,0.299,0.608
16047,0.329,0.306,0.579
16063,0.333,0.315,0.546
16079,0.338,0.325,0.534
16095,0.342,0.332,0.538
16112,0.345,0.334,0.536
16131,0.346,0.328,0.542
16145,0.346,0.324,0.542
16165,0.346,0.313,0.55
16179,0.346,0.308,0.563
16196,0.347,0.304,0.585
16213,0.351,0.302,0.606
16231,0.356,0.302,0.646
16245,0.359,0.302,0.669
16263,0.365,0.306,0.685
16279,0.368,0.314,0.655
16297,0.369,0.327,0.45
16312,0.369,0.339,0.138
16318,0.368,0.345,0.022
16320,NaN,NaN,NaN
